unit,hazard,wst_oper,waste,geo\time	2014 	2012 	2010 	2008 	2006 	2004 
KG_HAB,NHAZ,TRT,W05,SE	0 	0 	0 	0 	0 	0 
KG_HAB,NHAZ,TRT,W05,SI	0 	0 	1 	0 	0 	0 
KG_HAB,NHAZ,TRT,W05,SK	1 	1 	1 	1 	1 	0 
KG_HAB,NHAZ,TRT,W05,TR	1 	: c	0 	0 	0 	0 
KG_HAB,NHAZ,TRT,W05,UK	2 	2 	2 	0 	0 	7 
KG_HAB,NHAZ,TRT,W06,AL	0 	: 	: 	: 	: 	: 
KG_HAB,NHAZ,TRT,W06,AT	352 	264 	201 	113 	140 	198 
KG_HAB,NHAZ,TRT,W06,BE	219 	219 	149 	250 	257 	277 
KG_HAB,NHAZ,TRT,W06,BG	131 	116 	150 	145 	151 	153 
KG_HAB,NHAZ,TRT,W06,CY	89 	39 	46 	22 	17 	13 
KG_HAB,NHAZ,TRT,W06,CZ	169 	188 	175 	135 	128 	104 
KG_HAB,NHAZ,TRT,W06,DE	148 	135 	118 	117 	93 	85 
KG_HAB,NHAZ,TRT,W06,DK	45 	148 	177 	142 	118 	112 
KG_HAB,NHAZ,TRT,W06,EE	4 	3 	2 	203 	3 	11 
KG_HAB,NHAZ,TRT,W06,EL	33 	142 	200 	215 	236 	212 
KG_HAB,NHAZ,TRT,W06,ES	264 	217 	123 	89 	114 	115 
KG_HAB,NHAZ,TRT,W06,EU28	176 	171 	155 	145 	149 	144 
KG_HAB,NHAZ,TRT,W06,FI	37 	217 	164 	11 	240 	212 
KG_HAB,NHAZ,TRT,W06,FR	146 	144 	137 	142 	160 	275 
KG_HAB,NHAZ,TRT,W06,HR	84 	44 	38 	29 	40 	4 
KG_HAB,NHAZ,TRT,W06,HU	66 	62 	89 	94 	75 	57 
KG_HAB,NHAZ,TRT,W06,IE	47 	6 	2 	2 	7 	3 
KG_HAB,NHAZ,TRT,W06,IS	134 b	116 	114 	60 	: 	0 
KG_HAB,NHAZ,TRT,W06,IT	227 	235 	207 	190 	142 	121 
KG_HAB,NHAZ,TRT,W06,LT	41 	3 	4 	10 	5 	4 
KG_HAB,NHAZ,TRT,W06,LU	4294 	5053 	6194 	6315 	5484 	6322 
KG_HAB,NHAZ,TRT,W06,LV	74 	92 	12 	7 	4 	2 
KG_HAB,NHAZ,TRT,W06,ME	0 	: 	: 	: 	: 	: 
KG_HAB,NHAZ,TRT,W06,MK	0 	17 	148 	147 	: 	: 
KG_HAB,NHAZ,TRT,W06,MT	0 	0 	0 	0 	0 	0 
KG_HAB,NHAZ,TRT,W06,NL	97 	105 	74 	140 	142 	153 
KG_HAB,NHAZ,TRT,W06,NO	156 	180 	79 	184 	175 	159 
KG_HAB,NHAZ,TRT,W06,PL	198 	175 	161 	177 	210 	169 
KG_HAB,NHAZ,TRT,W06,PT	122 	52 	58 	59 	188 	53 
KG_HAB,NHAZ,TRT,W06,RO	64 	70 	80 	59 	113 	190 
KG_HAB,NHAZ,TRT,W06,RS	69 	50 	5 	: 	: 	: 
KG_HAB,NHAZ,TRT,W06,SE	169 	190 	192 	175 	206 	177 
KG_HAB,NHAZ,TRT,W06,SI	352 	383 	397 	356 	374 	82 
KG_HAB,NHAZ,TRT,W06,SK	87 	101 	98 	111 	95 	169 
KG_HAB,NHAZ,TRT,W06,TR	: 	34 	16 	21 	0 	30 
KG_HAB,NHAZ,TRT,W06,UK	221 	213 	227 	182 	173 	73 
KG_HAB,NHAZ,TRT,W061,AL	0 	: 	: 	: 	: 	: 
KG_HAB,NHAZ,TRT,W061,AT	300 	212 	171 	: 	: 	: 
KG_HAB,NHAZ,TRT,W061,BE	171 	169 	106 	: 	: 	: 
KG_HAB,NHAZ,TRT,W061,BG	27 	9 	21 	: 	: 	: 
KG_HAB,NHAZ,TRT,W061,CY	67 	16 	20 	: 	: 	: 
KG_HAB,NHAZ,TRT,W061,CZ	153 	173 	159 	: 	: 	: 
KG_HAB,NHAZ,TRT,W061,DE	122 	110 	100 	: 	: 	: 
KG_HAB,NHAZ,TRT,W061,DK	0 	60 	73 	: 	: 	: 
KG_HAB,NHAZ,TRT,W061,EE	2 	2 	1 	: 	: 	: 
KG_HAB,NHAZ,TRT,W061,EL	17 	124 	183 	: 	: 	: 
KG_HAB,NHAZ,TRT,W061,ES	249 	190 	76 	: 	: 	: 
KG_HAB,NHAZ,TRT,W061,EU28	146 	137 	120 	: 	: 	: 
KG_HAB,NHAZ,TRT,W061,FI	29 	16 	120 	: 	: 	: 
KG_HAB,NHAZ,TRT,W061,FR	136 	134 	125 	: 	: 	: 
KG_HAB,NHAZ,TRT,W061,HR	76 	30 	37 	: 	: 	: 
KG_HAB,NHAZ,TRT,W061,HU	56 	34 	38 	: 	: 	: 
KG_HAB,NHAZ,TRT,W061,IE	42 	2 	0 	: 	: 	: 
KG_HAB,NHAZ,TRT,W061,IS	58 b	0 	0 	: 	: 	: 
KG_HAB,NHAZ,TRT,W061,IT	189 	204 	178 	: 	: 	: 
KG_HAB,NHAZ,TRT,W061,LT	39 	0 	0 	: 	: 	: 
KG_HAB,NHAZ,TRT,W061,LU	4015 	4704 	5834 	: 	: 	: 
KG_HAB,NHAZ,TRT,W061,LV	8 	1 	0 	: 	: 	: 
KG_HAB,NHAZ,TRT,W061,ME	0 	: 	: 	: 	: 	: 
KG_HAB,NHAZ,TRT,W061,MK	0 	15 	148 	: 	: 	: 
KG_HAB,NHAZ,TRT,W061,MT	0 	0 	0 	: 	: 	: 
KG_HAB,NHAZ,TRT,W061,NL	90 	84 	32 	: 	: 	: 
KG_HAB,NHAZ,TRT,W061,NO	0 	0 	0 	: 	: 	: 
KG_HAB,NHAZ,TRT,W061,PL	175 	158 	146 	: 	: 	: 
KG_HAB,NHAZ,TRT,W061,PT	113 	40 	45 	: 	: 	: 
KG_HAB,NHAZ,TRT,W061,RO	62 	64 	76 	: 	: 	: 
KG_HAB,NHAZ,TRT,W061,RS	64 	47 	2 	: 	: 	: 
KG_HAB,NHAZ,TRT,W061,SE	136 	172 	184 	: 	: 	: 
KG_HAB,NHAZ,TRT,W061,SI	325 	347 	342 	: 	: 	: 
KG_HAB,NHAZ,TRT,W061,SK	79 	94 	86 	: 	: 	: 
KG_HAB,NHAZ,TRT,W061,TR	93 	31 	12 	: 	: 	: 
KG_HAB,NHAZ,TRT,W061,UK	138 	128 	129 	: 	: 	: 
KG_HAB,NHAZ,TRT,W062,AL	0 	: 	: 	: 	: 	: 
KG_HAB,NHAZ,TRT,W062,AT	52 	51 	31 	: 	: 	: 
KG_HAB,NHAZ,TRT,W062,BE	29 	35 	37 	: 	: 	: 
KG_HAB,NHAZ,TRT,W062,BG	16 	13 	3 	: 	: 	: 
KG_HAB,NHAZ,TRT,W062,CY	22 	20 	22 	: 	: 	: 
KG_HAB,NHAZ,TRT,W062,CZ	15 	14 	13 	: 	: 	: 
KG_HAB,NHAZ,TRT,W062,DE	19 	19 	13 	: 	: 	: 
KG_HAB,NHAZ,TRT,W062,DK	0 	5 	5 	: 	: 	: 
KG_HAB,NHAZ,TRT,W062,EE	2 	1 	1 	: 	: 	: 
KG_HAB,NHAZ,TRT,W062,EL	9 	10 	5 	: 	: 	: 
KG_HAB,NHAZ,TRT,W062,ES	10 	12 	13 	: 	: 	: 
KG_HAB,NHAZ,TRT,W062,EU28	17 	16 	16 	: 	: 	: 
KG_HAB,NHAZ,TRT,W062,FI	7 	5 	22 	: 	: 	: 
KG_HAB,NHAZ,TRT,W062,FR	7 	7 	12 	: 	: 	: 
KG_HAB,NHAZ,TRT,W062,HR	2 	2 	0 	: 	: 	: 
KG_HAB,NHAZ,TRT,W062,HU	9 	25 	49 	: 	: 	: 
KG_HAB,NHAZ,TRT,W062,IE	5 	4 	1 	: 	: 	: 
KG_HAB,NHAZ,TRT,W062,IS	12 b	2 	2 	: 	: 	: 
KG_HAB,NHAZ,TRT,W062,IT	27 	21 	19 	: 	: 	: 
KG_HAB,NHAZ,TRT,W062,LT	1 	1 	3 	: 	: 	: 
KG_HAB,NHAZ,TRT,W062,LU	279 	348 	357 	: 	: 	: 
KG_HAB,NHAZ,TRT,W062,LV	4 	3 	0 	: 	: 	: 
KG_HAB,NHAZ,TRT,W062,ME	0 	: 	: 	: 	: 	: 
KG_HAB,NHAZ,TRT,W062,MK	0 	1 	0 	: 	: 	: 
KG_HAB,NHAZ,TRT,W062,MT	0 	0 	0 	: 	: 	: 
KG_HAB,NHAZ,TRT,W062,NL	1 	1 	8 	: 	: 	: 
KG_HAB,NHAZ,TRT,W062,NO	0 	0 	0 	: 	: 	: 
KG_HAB,NHAZ,TRT,W062,PL	19 	16 	11 	: 	: 	: 
KG_HAB,NHAZ,TRT,W062,PT	3 	5 	5 	: 	: 	: 
KG_HAB,NHAZ,TRT,W062,RO	2 	3 	1 	: 	: 	: 
KG_HAB,NHAZ,TRT,W062,RS	4 	3 	3 	: 	: 	: 
KG_HAB,NHAZ,TRT,W062,SE	11 	15 	8 	: 	: 	: 
KG_HAB,NHAZ,TRT,W062,SI	25 	35 	52 	: 	: 	: 
KG_HAB,NHAZ,TRT,W062,SK	5 	4 	6 	: 	: 	: 
KG_HAB,NHAZ,TRT,W062,TR	4 	3 	2 	: 	: 	: 
KG_HAB,NHAZ,TRT,W062,UK	28 	22 	31 	: 	: 	: 
KG_HAB,NHAZ,TRT,W063,AL	0 	: 	: 	: 	: 	: 
KG_HAB,NHAZ,TRT,W063,AT	0 	0 	0 	: 	: 	: 
KG_HAB,NHAZ,TRT,W063,BE	18 	16 	7 	: 	: 	: 
KG_HAB,NHAZ,TRT,W063,BG	88 	94 	127 	: 	: 	: 
KG_HAB,NHAZ,TRT,W063,CY	0 	3 	3 	: 	: 	: 
KG_HAB,NHAZ,TRT,W063,CZ	0 	2 	3 	: 	: 	: 
KG_HAB,NHAZ,TRT,W063,DE	7 	5 	5 	: 	: 	: 
KG_HAB,NHAZ,TRT,W063,DK	44 	83 	99 	: 	: 	: 
KG_HAB,NHAZ,TRT,W063,EE	0 	0 	0 	: 	: 	: 
KG_HAB,NHAZ,TRT,W063,EL	7 	8 	13 	: 	: 	: 
KG_HAB,NHAZ,TRT,W063,ES	5 	15 	34 	: 	: 	: 
KG_HAB,NHAZ,TRT,W063,EU28	14 	18 	19 	: 	: 	: 
KG_HAB,NHAZ,TRT,W063,FI	1 	197 	21 	: 	: 	: 
KG_HAB,NHAZ,TRT,W063,FR	3 	2 	0 	: 	: 	: 
KG_HAB,NHAZ,TRT,W063,HR	6 	12 	1 	: 	: 	: 
KG_HAB,NHAZ,TRT,W063,HU	1 	2 	2 	: 	: 	: 
KG_HAB,NHAZ,TRT,W063,IE	0 	0 	1 	: 	: 	: 
KG_HAB,NHAZ,TRT,W063,IS	64 b	114 	111 	: 	: 	: 
KG_HAB,NHAZ,TRT,W063,IT	11 	10 	10 	: 	: 	: 
KG_HAB,NHAZ,TRT,W063,LT	1 	1 	1 	: 	: 	: 
KG_HAB,NHAZ,TRT,W063,LU	1 	2 	2 	: 	: 	: 
KG_HAB,NHAZ,TRT,W063,LV	63 	87 	12 	: 	: 	: 
KG_HAB,NHAZ,TRT,W063,ME	0 	: 	: 	: 	: 	: 
KG_HAB,NHAZ,TRT,W063,MK	0 	1 	0 	: 	: 	: 
KG_HAB,NHAZ,TRT,W063,MT	0 	0 	0 	: 	: 	: 
KG_HAB,NHAZ,TRT,W063,NL	6 	20 	34 	: 	: 	: 
KG_HAB,NHAZ,TRT,W063,NO	156 	180 	79 	: 	: 	: 
KG_HAB,NHAZ,TRT,W063,PL	3 	2 	4 	: 	: 	: 
KG_HAB,NHAZ,TRT,W063,PT	6 	6 	8 	: 	: 	: 
KG_HAB,NHAZ,TRT,W063,RO	0 	3 	3 	: 	: 	: 
KG_HAB,NHAZ,TRT,W063,RS	1 	0 	0 	: 	: 	: 
KG_HAB,NHAZ,TRT,W063,SE	22 	2 	0 	: 	: 	: 
KG_HAB,NHAZ,TRT,W063,SI	1 	1 	3 	: 	: 	: 
KG_HAB,NHAZ,TRT,W063,SK	3 	4 	7 	: 	: 	: 
KG_HAB,NHAZ,TRT,W063,TR	72 	: c	2 	: 	: 	: 
KG_HAB,NHAZ,TRT,W063,UK	55 	63 	67 	: 	: 	: 
KG_HAB,NHAZ,TRT,W06_07A,AL	0 	: 	: 	: 	: 	: 
KG_HAB,NHAZ,TRT,W06_07A,AT	791 	705 	569 	759 	646 	789 
KG_HAB,NHAZ,TRT,W06_07A,BE	485 	546 	415 	403 	399 	643 
KG_HAB,NHAZ,TRT,W06_07A,BG	272 	189 	201 	192 	177 	177 
KG_HAB,NHAZ,TRT,W06_07A,CY	376 	354 	426 	70 	68 	36 
KG_HAB,NHAZ,TRT,W06_07A,CZ	280 	305 	257 	189 	176 	168 
KG_HAB,NHAZ,TRT,W06_07A,DE	398 	382 	355 	277 	236 	221 
KG_HAB,NHAZ,TRT,W06_07A,DK	199 	357 	391 	489 	466 	421 
KG_HAB,NHAZ,TRT,W06_07A,EE	344 	572 	573 	482 	321 	158 
KG_HAB,NHAZ,TRT,W06_07A,EL	66 	186 	283 	271 	292 	245 
KG_HAB,NHAZ,TRT,W06_07A,ES	427 	406 	316 	307 	277 	277 
KG_HAB,NHAZ,TRT,W06_07A,EU28	395 	414 	393 	314 	317 	319 
KG_HAB,NHAZ,TRT,W06_07A,FI	748 	2444 	2276 	143 	1196 	996 
KG_HAB,NHAZ,TRT,W06_07A,FR	388 	377 	393 	343 	365 	511 
KG_HAB,NHAZ,TRT,W06_07A,HR	173 	134 	75 	38 	61 	17 
KG_HAB,NHAZ,TRT,W06_07A,HU	182 	169 	188 	154 	135 	110 
KG_HAB,NHAZ,TRT,W06_07A,IE	132 	62 	85 	55 	68 	76 
KG_HAB,NHAZ,TRT,W06_07A,IS	337 b	267 	264 	341 	: 	146 
KG_HAB,NHAZ,TRT,W06_07A,IT	442 	440 	427 	359 	351 	299 
KG_HAB,NHAZ,TRT,W06_07A,LT	139 	114 	151 	101 	81 	41 
KG_HAB,NHAZ,TRT,W06_07A,LU	4398 	5171 	6317 	6627 	5966 	6486 
KG_HAB,NHAZ,TRT,W06_07A,LV	124 	137 	44 	22 	17 	9 
KG_HAB,NHAZ,TRT,W06_07A,ME	2 	: 	: 	: 	: 	: 
KG_HAB,NHAZ,TRT,W06_07A,MK	28 	39 	154 	155 	: 	: 
KG_HAB,NHAZ,TRT,W06_07A,MT	0 	2 	1 	0 	0 	0 
KG_HAB,NHAZ,TRT,W06_07A,NL	415 	443 	425 	433 	408 	448 
KG_HAB,NHAZ,TRT,W06_07A,NO	636 	658 	319 	462 	437 	389 
KG_HAB,NHAZ,TRT,W06_07A,PL	452 	409 	374 	293 	322 	248 
KG_HAB,NHAZ,TRT,W06_07A,PT	253 	224 	253 	237 	405 	233 
KG_HAB,NHAZ,TRT,W06_07A,RO	258 	280 	240 	137 	162 	214 
KG_HAB,NHAZ,TRT,W06_07A,RS	108 	69 	26 	: 	: 	: 
KG_HAB,NHAZ,TRT,W06_07A,SE	509 	515 	586 	465 	445 	394 
KG_HAB,NHAZ,TRT,W06_07A,SI	674 	734 	792 	652 	652 	302 
KG_HAB,NHAZ,TRT,W06_07A,SK	159 	206 	177 	173 	203 	213 
KG_HAB,NHAZ,TRT,W06_07A,TR	: 	52 	27 	51 	1 	42 
KG_HAB,NHAZ,TRT,W06_07A,UK	412 	453 	450 	335 	316 	297 
KG_HAB,NHAZ,TRT,W071,AL	0 	: 	: 	: 	: 	: 
KG_HAB,NHAZ,TRT,W071,AT	31 	36 	32 	33 	30 	31 
KG_HAB,NHAZ,TRT,W071,BE	52 	47 	23 	35 	27 	64 
KG_HAB,NHAZ,TRT,W071,BG	12 	9 	10 	9 	6 	1 
KG_HAB,NHAZ,TRT,W071,CY	13 	26 	29 	6 	3 	0 
KG_HAB,NHAZ,TRT,W071,CZ	20 	42 	20 	4 	5 	15 
KG_HAB,NHAZ,TRT,W071,DE	41 	40 	37 	35 	25 	26 
KG_HAB,NHAZ,TRT,W071,DK	32 	30 	31 	20 	24 	26 
KG_HAB,NHAZ,TRT,W071,EE	25 	22 	12 	8 	6 	12 
KG_HAB,NHAZ,TRT,W071,EL	2 	4 	6 	2 	5 	6 
KG_HAB,NHAZ,TRT,W071,ES	22 	25 	24 	26 	32 	31 
KG_HAB,NHAZ,TRT,W071,EU28	32 	31 	31 	25 	23 	24 
KG_HAB,NHAZ,TRT,W071,FI	10 	30 	27 	10 	28 	32 
KG_HAB,NHAZ,TRT,W071,FR	36 	31 	38 	30 	34 	32 
KG_HAB,NHAZ,TRT,W071,HR	19 	18 	2 	1 	3 	3 
KG_HAB,NHAZ,TRT,W071,HU	6 	6 	6 	4 	2 	2 
KG_HAB,NHAZ,TRT,W071,IE	29 	2 	3 	5 	3 	1 
KG_HAB,NHAZ,TRT,W071,IS	32 b	16 	27 	15 	: 	19 
KG_HAB,NHAZ,TRT,W071,IT	39 	35 	42 	34 	36 	25 
KG_HAB,NHAZ,TRT,W071,LT	21 	23 	17 	11 	8 	9 
KG_HAB,NHAZ,TRT,W071,LU	16 	25 	24 	64 	46 	0 
KG_HAB,NHAZ,TRT,W071,LV	9 	0 	1 	0 	1 	0 
KG_HAB,NHAZ,TRT,W071,ME	0 	: 	: 	: 	: 	: 
KG_HAB,NHAZ,TRT,W071,MK	1 	1 	0 	0 	: 	: 
KG_HAB,NHAZ,TRT,W071,MT	0 	0 	0 	0 	0 	0 
KG_HAB,NHAZ,TRT,W071,NL	34 	49 	47 	37 	34 	30 
KG_HAB,NHAZ,TRT,W071,NO	18 	17 	29 	25 	22 	15 
KG_HAB,NHAZ,TRT,W071,PL	40 	23 	21 	12 	4 	13 
KG_HAB,NHAZ,TRT,W071,PT	43 	47 	53 	79 	39 	23 
KG_HAB,NHAZ,TRT,W071,RO	6 	10 	7 	9 	5 	4 
KG_HAB,NHAZ,TRT,W071,RS	0 	0 	0 	: 	: 	: 
KG_HAB,NHAZ,TRT,W071,SE	16 	12 	15 	11 	11 	10 
KG_HAB,NHAZ,TRT,W071,SI	17 	19 	9 	8 	4 	0 
KG_HAB,NHAZ,TRT,W071,SK	6 	10 	10 	6 	2 	4 
KG_HAB,NHAZ,TRT,W071,TR	1 	1 	1 	4 	0 	0 
KG_HAB,NHAZ,TRT,W071,UK	36 	39 	39 	21 	20 	32 
KG_HAB,NHAZ,TRT,W072,AL	0 	: 	: 	: 	: 	: 
KG_HAB,NHAZ,TRT,W072,AT	222 	238 	182 	168 	172 	141 
KG_HAB,NHAZ,TRT,W072,BE	114 	118 	75 	54 	60 	152 
KG_HAB,NHAZ,TRT,W072,BG	58 	28 	19 	26 	16 	22 
KG_HAB,NHAZ,TRT,W072,CY	138 	158 	175 	30 	39 	8 
KG_HAB,NHAZ,TRT,W072,CZ	23 	33 	21 	24 	20 	15 
KG_HAB,NHAZ,TRT,W072,DE	52 	55 	62 	72 	72 	73 
KG_HAB,NHAZ,TRT,W072,DK	48 	127 	131 	142 	145 	125 
KG_HAB,NHAZ,TRT,W072,EE	5 	5 	3 	26 	5 	0 
KG_HAB,NHAZ,TRT,W072,EL	14 	20 	29 	40 	39 	24 
KG_HAB,NHAZ,TRT,W072,ES	88 	105 	93 	110 	75 	52 
KG_HAB,NHAZ,TRT,W072,EU28	70 	76 	74 	78 	73 	76 
KG_HAB,NHAZ,TRT,W072,FI	110 	105 	123 	88 	139 	81 
KG_HAB,NHAZ,TRT,W072,FR	84 	75 	87 	88 	95 	121 
KG_HAB,NHAZ,TRT,W072,HR	46 	43 	5 	2 	8 	1 
KG_HAB,NHAZ,TRT,W072,HU	78 	73 	70 	35 	34 	28 
KG_HAB,NHAZ,TRT,W072,IE	0 	0 	3 	1 	6 	29 
KG_HAB,NHAZ,TRT,W072,IS	85 b	71 	62 	68 	: 	26 
KG_HAB,NHAZ,TRT,W072,IT	73 	72 	67 	76 	71 	58 
KG_HAB,NHAZ,TRT,W072,LT	29 	22 	22 	46 	43 	20 
KG_HAB,NHAZ,TRT,W072,LU	0 	0 	0 	37 	0 	0 
KG_HAB,NHAZ,TRT,W072,LV	2 	13 	8 	9 	8 	7 
KG_HAB,NHAZ,TRT,W072,ME	1 	: 	: 	: 	: 	: 
KG_HAB,NHAZ,TRT,W072,MK	12 	8 	1 	8 	: 	: 
KG_HAB,NHAZ,TRT,W072,MT	0 	0 	0 	0 	0 	0 
KG_HAB,NHAZ,TRT,W072,NL	129 	134 	160 	175 	163 	166 
KG_HAB,NHAZ,TRT,W072,NO	150 	156 	89 	143 	144 	116 
KG_HAB,NHAZ,TRT,W072,PL	53 	40 	43 	31 	31 	30 
KG_HAB,NHAZ,TRT,W072,PT	51 	42 	54 	53 	74 	33 
KG_HAB,NHAZ,TRT,W072,RO	18 	34 	23 	27 	27 	16 
KG_HAB,NHAZ,TRT,W072,RS	25 	11 	18 	: 	: 	: 
KG_HAB,NHAZ,TRT,W072,SE	136 	158 	204 	254 	203 	186 
KG_HAB,NHAZ,TRT,W072,SI	190 	186 	194 	188 	186 	175 
KG_HAB,NHAZ,TRT,W072,SK	19 	17 	16 	19 	20 	8 
KG_HAB,NHAZ,TRT,W072,TR	27 	10 	4 	15 	0 	6 
KG_HAB,NHAZ,TRT,W072,UK	68 	103 	82 	88 	69 	115 
KG_HAB,NHAZ,TRT,W073,AL	0 	: 	: 	: 	: 	: 
KG_HAB,NHAZ,TRT,W073,AT	5 	7 	6 	4 	4 	3 
KG_HAB,NHAZ,TRT,W073,BE	0 	1 	1 	1 	1 	12 
KG_HAB,NHAZ,TRT,W073,BG	6 	5 	2 	7 	0 	0 
KG_HAB,NHAZ,TRT,W073,CY	12 	0 	8 	0 	1 	0 
KG_HAB,NHAZ,TRT,W073,CZ	8 	9 	8 	3 	1 	3 
KG_HAB,NHAZ,TRT,W073,DE	7 	6 	6 	3 	2 	2 
KG_HAB,NHAZ,TRT,W073,DK	10 	5 	5 	9 	10 	14 
KG_HAB,NHAZ,TRT,W073,EE	5 	4 	12 	1 	4 	0 
KG_HAB,NHAZ,TRT,W073,EL	1 	1 	4 	3 	3 	0 
KG_HAB,NHAZ,TRT,W073,ES	5 	6 	8 	6 	8 	8 
KG_HAB,NHAZ,TRT,W073,EU28	5 	5 	5 	3 	4 	3 
KG_HAB,NHAZ,TRT,W073,FI	5 	4 	3 	4 	5 	7 
KG_HAB,NHAZ,TRT,W073,FR	7 	5 	5 	3 	4 	4 
KG_HAB,NHAZ,TRT,W073,HR	6 	6 	1 	0 	0 	0 
KG_HAB,NHAZ,TRT,W073,HU	2 	3 	3 	2 	1 	2 
KG_HAB,NHAZ,TRT,W073,IE	2 	3 	2 	4 	2 	0 
KG_HAB,NHAZ,TRT,W073,IS	15 b	0 	0 	25 	: 	14 
KG_HAB,NHAZ,TRT,W073,IT	3 	4 	4 	2 	2 	1 
KG_HAB,NHAZ,TRT,W073,LT	4 	7 	5 	4 	3 	0 
KG_HAB,NHAZ,TRT,W073,LU	37 	31 	2 	0 	0 	0 
KG_HAB,NHAZ,TRT,W073,LV	6 	5 	5 	0 	1 	0 
KG_HAB,NHAZ,TRT,W073,ME	0 	: 	: 	: 	: 	: 
KG_HAB,NHAZ,TRT,W073,MK	9 	0 	0 	0 	: 	: 
KG_HAB,NHAZ,TRT,W073,MT	0 	0 	0 	0 	0 	0 
KG_HAB,NHAZ,TRT,W073,NL	5 	4 	5 	5 	6 	5 
KG_HAB,NHAZ,TRT,W073,NO	10 	10 	17 	10 	9 	8 
KG_HAB,NHAZ,TRT,W073,PL	6 	6 	5 	3 	21 	2 
KG_HAB,NHAZ,TRT,W073,PT	6 	6 	8 	3 	9 	4 
KG_HAB,NHAZ,TRT,W073,RO	3 	3 	3 	0 	0 	0 
KG_HAB,NHAZ,TRT,W073,RS	4 	1 	1 	: 	: 	: 
KG_HAB,NHAZ,TRT,W073,SE	8 	7 	10 	0 	4 	0 
KG_HAB,NHAZ,TRT,W073,SI	14 	10 	11 	6 	2 	1 
KG_HAB,NHAZ,TRT,W073,SK	1 	2 	1 	1 	2 	2 
KG_HAB,NHAZ,TRT,W073,TR	2 	1 	0 	2 	0 	0 
KG_HAB,NHAZ,TRT,W073,UK	4 	3 	3 	1 	0 	2 
KG_HAB,NHAZ,TRT,W074,AL	0 	: 	: 	: 	: 	: 
KG_HAB,NHAZ,TRT,W074,AT	27 	42 	23 	8 	20 	43 
KG_HAB,NHAZ,TRT,W074,BE	21 	21 	16 	9 	12 	30 
KG_HAB,NHAZ,TRT,W074,BG	27 	10 	5 	3 	3 	1 
KG_HAB,NHAZ,TRT,W074,CY	78 	86 	101 	9 	5 	14 
KG_HAB,NHAZ,TRT,W074,CZ	25 	21 	21 	10 	9 	6 
KG_HAB,NHAZ,TRT,W074,DE	28 	26 	22 	17 	14 	6 
KG_HAB,NHAZ,TRT,W074,DK	12 	18 	13 	13 	10 	10 
KG_HAB,NHAZ,TRT,W074,EE	8 	2 	3 	6 	8 	3 
KG_HAB,NHAZ,TRT,W074,EL	10 	7 	14 	3 	4 	0 
KG_HAB,NHAZ,TRT,W074,ES	24 	24 	31 	37 	33 	62 
KG_HAB,NHAZ,TRT,W074,EU28	25 	25 	23 	13 	13 	15 
KG_HAB,NHAZ,TRT,W074,FI	15 	10 	11 	1 	1 	0 
KG_HAB,NHAZ,TRT,W074,FR	20 	30 	19 	3 	7 	6 
KG_HAB,NHAZ,TRT,W074,HR	11 	5 	3 	2 	2 	1 
KG_HAB,NHAZ,TRT,W074,HU	14 	12 	8 	6 	5 	2 
KG_HAB,NHAZ,TRT,W074,IE	15 	16 	18 	6 	6 	2 
KG_HAB,NHAZ,TRT,W074,IS	17 b	20 	14 	15 	: 	6 
KG_HAB,NHAZ,TRT,W074,IT	37 	26 	30 	23 	20 	17 
KG_HAB,NHAZ,TRT,W074,LT	11 	10 	7 	11 	11 	2 
KG_HAB,NHAZ,TRT,W074,LU	50 	33 	74 	71 	73 	11 
KG_HAB,NHAZ,TRT,W074,LV	20 	17 	14 	6 	4 	0 
KG_HAB,NHAZ,TRT,W074,ME	0 	: 	: 	: 	: 	: 
KG_HAB,NHAZ,TRT,W074,MK	2 	6 	2 	0 	: 	: 
KG_HAB,NHAZ,TRT,W074,MT	0 	0 	0 	0 	0 	0 
KG_HAB,NHAZ,TRT,W074,NL	23 	31 	23 	21 	19 	17 
KG_HAB,NHAZ,TRT,W074,NO	41 	31 	15 	8 	8 	5 
KG_HAB,NHAZ,TRT,W074,PL	27 	15 	9 	12 	12 	7 
KG_HAB,NHAZ,TRT,W074,PT	13 	8 	9 	7 	17 	9 
KG_HAB,NHAZ,TRT,W074,RO	5 	12 	8 	4 	12 	1 
KG_HAB,NHAZ,TRT,W074,RS	3 	0 	0 	: 	: 	: 
KG_HAB,NHAZ,TRT,W074,SE	16 	21 	14 	6 	2 	1 
KG_HAB,NHAZ,TRT,W074,SI	22 	19 	21 	13 	11 	6 
KG_HAB,NHAZ,TRT,W074,SK	13 	13 	15 	8 	5 	5 
KG_HAB,NHAZ,TRT,W074,TR	10 	5 	3 	6 	0 	2 
KG_HAB,NHAZ,TRT,W074,UK	37 	41 	48 	4 	7 	25 
KG_HAB,NHAZ,TRT,W075,AL	0 	: 	: 	: 	: 	: 
KG_HAB,NHAZ,TRT,W075,AT	146 	113 	118 	428 	276 	359 
KG_HAB,NHAZ,TRT,W075,BE	73 	135 	149 	53 	42 	95 
KG_HAB,NHAZ,TRT,W075,BG	37 	21 	14 	3 	0 	0 
KG_HAB,NHAZ,TRT,W075,CY	15 	14 	29 	3 	3 	0 
KG_HAB,NHAZ,TRT,W075,CZ	29 	5 	6 	11 	12 	22 
KG_HAB,NHAZ,TRT,W075,DE	118 	117 	107 	32 	30 	27 
